,0
  (0, 7)	0.10190421239346842
  (0, 6)	0.31009505158139006
  (0, 5)	0.25526408349710294
  (0, 4)	0.12977587426614035
  (0, 3)	0.20417073734298175
  (0, 2)	0.09522288730118798
  (0, 1)	0.3121874065658338
  (0, 0)	0.3331085621512576"
reuters-topics/crude/article392.txt,"  (0, 18)	0.20060814349282885
  (0, 14)	0.3061585868449734
  (0, 13)	0.11129073381633156
  (0, 11)	0.1025770958091838
  (0, 9)	0.2079240058692433
  (0, 8)	0.16166681731417556
  (0, 7)	0.15156314693791192
  (0, 6)	0.2306037246334775
  (0, 5)	0.07118565112461912
  (0, 4)	0.36190677447995734
  (0, 3)	0.3036651649379665
  (0, 2)	0.283251891573566
  (0, 1)	0.13929582888332845
  (0, 0)	0.6080346884216719"
reuters-topics/crude/article345.txt,"  (0, 17)	0.12934566125767688
  (0, 14)	0.06282793293010712
  (0, 13)	0.13703029201977812
  (0, 11)	0.12630134523572092
  (0, 9)	0.5760295048526995
  (0, 7)	0.09330849735708573
  (0, 6)	0.047323040957336755
  (0, 5)	0.13147443044076437
  (0, 4)	0.044560934491427576
  (0, 3)	0.4206346782060168
  (0, 2)	0.08719074824669823
  (0, 1)	0.38590304666489283
  (0, 0)	0.4991081650462301"
reuters-topics/crude/article423.txt,"  (0, 18)	0.19489043699140474
  (0, 14)	0.09914416523677619
  (0, 11)	0.19930691426069302
  (0, 9)	0.2019977836358811
  (0, 8)	0.07852950564416038
  (0, 7)	0.14724331437511182
  (0, 6)	0.3733851468104414
  (0, 5)	0.20747018162336917
  (0, 4)	0.07031835119003528
  (0, 3)	0.6637728172080484
  (0, 2)	0.06879467100171288
  (0, 0)	0.45943688386967096"
reuters-topics/crude/article437.txt,"  (0, 18)	0.16208072728418937
  (0, 17)	0.05658298401792037
  (0, 16)	0.21588939383791617
  (0, 15)	0.16061747430795698
  (0, 13)	0.1798340063656185
  (0, 12)	0.2137270580473111
  (0, 9)	0.16799155559870735
  (0, 8)	0.17415760478296793
  (0, 7)	0.04081832481550508
  (0, 6)	0.45543804539642363
  (0, 5)	0.26839972143080015
  (0, 4)	0.31189488626189465
  (0, 3)	0.040890888016034396
  (0, 2)	0.19071040599982367
  (0, 1)	0.4876890757932137
  (0, 0)	0.32750649366309814"
reuters-topics/crude/article351.txt,"  (0, 18)	0.3214178350781058
  (0, 17)	0.1122081602793567
  (0, 16)	0.10703108066334005
  (0, 15)	0.10617203277405077
  (0, 9)	0.5552323937242403
  (0, 7)	0.16189139589324103
  (0, 6)	0.164212121628695
  (0, 5)	0.1520731742638574
  (0, 4)	0.23194131589699174
  (0, 3)	0.08108959603500689
  (0, 2)	0.15127702559194867
  (0, 1)	0.37197030801402625
  (0, 0)	0.5051426529629517"
reuters-topics/crude/article379.txt,"  (0, 18)	0.07586941907645044
  (0, 17)	0.07945888815376378
  (0, 15)	0.11277671324769634
  (0, 14)	0.1543843882225081
  (0, 12)	0.03751683190532101
  (0, 11)	0.038794360657997774
  (0, 10)	0.21443475458527878
  (0, 9)	0.4324994137564276
  (0, 7)	0.22928297348984
  (0, 6)	0.14535610170309546
  (0, 5)	0.26922207161529244
  (0, 4)	0.1368720943305467
  (0, 3)	0.22969057244100957
  (0, 2)	0.18746882933409273
  (0, 1)	0.3424283148003692
  (0, 0)	0.5876677836096543"
reuters-topics/crude/article378.txt,"  (0, 18)	0.1209798945820416
  (0, 17)	0.15837948987658043
  (0, 15)	0.08991577269273168
  (0, 14)	0.18463374874517863
  (0, 13)	0.1677890664186713
  (0, 12)	0.05982360777514812
  (0, 11)	0.09279109527752533
  (0, 10)	0.17096673679754965
  (0, 9)	0.2194357206942753
  (0, 8)	0.24373928913785964
  (0, 7)	0.06855190380043018
  (0, 6)	0.11589100111058695
  (0, 5)	0.32197219485452744
  (0, 4)	0.30555499755845106
  (0, 3)	0.3204775900663113
  (0, 2)	0.21352438257297654
  (0, 1)	0.4410238318504969
  (0, 0)	0.42779902366455647"
reuters-topics/crude/article436.txt,"  (0, 17)	0.048526378220976496
  (0, 16)	0.13886237922638703
  (0, 15)	0.18366379792901233
  (0, 14)	0.047142084343050505
  (0, 13)	0.25704703635306303
  (0, 12)	0.13747154159776678
  (0, 10)	0.3666811641871298
  (0, 9)	0.24011994378413748
  (0, 8)	0.14936005844232358
  (0, 7)	0.03500638049977257
  (0, 6)	0.17754099841723053
  (0, 5)	0.2630667984652825
  (0, 4)	0.3009212162181508
  (0, 3)	0.2805488939260238
  (0, 2)	0.42524554293849826
  (0, 1)	0.22521107673641777
  (0, 0)	0.3744990184396066"
reuters-topics/crude/article350.txt,"  (0, 18)	0.08443010199649614
  (0, 13)	0.09367803164694223
  (0, 12)	0.16700008951748246
  (0, 9)	0.4375456728078393
  (0, 8)	0.2041225092505681
  (0, 7)	0.12757699395523564
  (0, 6)	0.06470291003672508
  (0, 5)	0.23967967323733017
  (0, 4)	0.1827791754644776
  (0, 3)	0.19170568354378772
  (0, 2)	0.35763731740698057
  (0, 1)	0.3517532489619886
  (0, 0)	0.5686756043899598"
reuters-topics/crude/article344.txt,"  (0, 18)	0.14145999052890662
  (0, 17)	0.14815262463447285
  (0, 16)	0.14131713307000054
  (0, 15)	0.14018290005906753
  (0, 11)	0.14466566260973943
  (0, 9)	0.2932376262387066
  (0, 8)	0.22800057911825766
  (0, 7)	0.10687562806309867
  (0, 6)	0.5420384924660919
  (0, 5)	0.20078789142959477
  (0, 4)	0.10208026054956636
  (0, 2)	0.2996050599066823
  (0, 1)	0.29467577374678555
  (0, 0)	0.47639907869803616"
reuters-topics/crude/article422.txt,"  (0, 17)	0.0636592895273665
  (0, 16)	0.12144433230901101
  (0, 15)	0.12046960144868872
  (0, 14)	0.12368660947461882
  (0, 13)	0.06744138882500704
  (0, 12)	0.06011397641982344
  (0, 11)	0.24864394602426385
  (0, 10)	0.20615587925858653
  (0, 9)	0.3780013819215981
  (0, 8)	0.24492233793202625
  (0, 7)	0.18369236635730407
  (0, 6)	0.186325610697806
  (0, 5)	0.08627599103048106
  (0, 4)	0.2631755006995044
  (0, 2)	0.1716486206889249
  (0, 1)	0.42206138082106964
  (0, 0)	0.5322267498547973"
reuters-topics/crude/article393.txt,"  (0, 18)	0.17227455308213432
  (0, 16)	0.34420115329370116
  (0, 12)	0.1703768271385878
  (0, 9)	0.5356714024042313
  (0, 8)	0.27766648169002417
  (0, 7)	0.26031319514587903
  (0, 6)	0.2640448050187822
  (0, 5)	0.12226299510909809
  (0, 4)	0.24863328774351637
  (0, 2)	0.12162291166472414
  (0, 1)	0.11962189694427182
  (0, 0)	0.4641393686771036"
reuters-topics/crude/article387.txt,"  (0, 16)	0.07532309952056977
  (0, 14)	0.07671382120256667
  (0, 13)	0.16731598241557546
  (0, 10)	0.08524234665055613
  (0, 9)	0.4688936102336467
  (0, 7)	0.11393103432026974
  (0, 6)	0.2889106113678314
  (0, 5)	0.16053219450593964
  (0, 4)	0.2720477502417198
  (0, 3)	0.17120035622474164
  (0, 2)	0.42584469420352183
  (0, 1)	0.2617740226071931
  (0, 0)	0.5078486159000279"
reuters-topics/crude/article152.txt,"  (0, 16)	0.07480210853300016
  (0, 14)	0.0761832109419301
  (0, 13)	0.24923804959468465
  (0, 12)	0.22215868470819697
  (0, 11)	0.22972366535709124
  (0, 9)	0.15521679691167953
  (0, 8)	0.24137093209133745
  (0, 7)	0.16971450289644133
  (0, 6)	0.4590596626092422
  (0, 5)	0.05314061119322686
  (0, 4)	0.3782324898599712
  (0, 3)	0.11334413753303943
  (0, 2)	0.15858721247249244
  (0, 1)	0.10398535893938307
  (0, 0)	0.5547695498372993"
reuters-topics/crude/article146.txt,"  (0, 16)	0.07856413625237499
  (0, 15)	0.07793356843036331
  (0, 14)	0.2400440956264511
  (0, 13)	0.08725766546627245
  (0, 12)	0.5444406965771671
  (0, 11)	0.08042572461954654
  (0, 9)	0.3260462524487961
  (0, 8)	0.06337755435002446
  (0, 7)	0.11883331090573761
  (0, 6)	0.1808051934723748
  (0, 5)	0.1674396470980753
  (0, 4)	0.17025212706207724
  (0, 3)	0.4166559678219234
  (0, 2)	0.22208406711024958
  (0, 1)	0.05460755096470104
  (0, 0)	0.42376044649361816"
reuters-topics/crude/article191.txt,"  (0, 18)	0.05605319319092348
  (0, 17)	0.15654702382544475
  (0, 16)	0.1493242300110105
  (0, 15)	0.07406286540522235
  (0, 14)	0.019010158163942994
  (0, 13)	0.22804062965032512
  (0, 12)	0.05543572765678667
  (0, 11)	0.21018592216879906
  (0, 10)	0.042247158769833544
  (0, 9)	0.3485841880721864
  (0, 8)	0.12045960096725788
  (0, 7)	0.2540953186052128
  (0, 6)	0.1288688973674581
  (0, 5)	0.26520578779013804
  (0, 4)	0.12134719953332815
  (0, 3)	0.24040552525883965
  (0, 2)	0.36934429834332283
  (0, 1)	0.2594768710495591
  (0, 0)	0.5285616843625491"
reuters-topics/crude/article185.txt,"  (0, 18)	0.14040700004664294
  (0, 17)	0.22057472395043023
  (0, 15)	0.13913941589802375
  (0, 14)	0.14285498075658118
  (0, 12)	0.0694301588598212
  (0, 9)	0.21829113260418043
  (0, 8)	0.16972755266276238
  (0, 7)	0.05304003718059797
  (0, 6)	0.3228022214016067
  (0, 5)	0.24911659982367557
  (0, 4)	0.10132040228587078
  (0, 3)	0.2125373082331179
  (0, 2)	0.2973748796603793
  (0, 1)	0.24373523816117929
  (0, 0)	0.6619940472272982"
reuters-topics/crude/article026.txt,"  (0, 17)	0.15712321611346922
  (0, 16)	0.29974767567805893
  (0, 15)	0.14867092740163723
  (0, 11)	0.15342511971360182
  (0, 10)	0.16961062038392266
  (0, 9)	0.3109930656563218
  (0, 8)	0.24180593732430167
  (0, 7)	0.11334691131427728
  (0, 6)	0.22994349618495194
  (0, 5)	0.3194182958543332
  (0, 4)	0.21652237182866202
  (0, 3)	0.22709681881677402
  (0, 2)	0.10591534842880518
  (0, 1)	0.10417276417040391
  (0, 0)	0.6062938587814551"
reuters-topics/crude/article032.txt,"  (0, 19)	0.26070546670882083
  (0, 17)	0.06759308748974535
  (0, 15)	0.1918709516953235
  (0, 14)	0.1969946541407874
  (0, 12)	0.0638286933088508
  (0, 10)	0.218895191679144
  (0, 9)	0.4682531140497357
  (0, 8)	0.1560343240297921
  (0, 7)	0.09752177790996197
  (0, 6)	0.19783952034310492
  (0, 5)	0.09160737817346856
  (0, 4)	0.186292210464082
  (0, 3)	0.24423785871082956
  (0, 2)	0.4100750373462628
  (0, 1)	0.08962849586191876
  (0, 0)	0.478174627746358"
reuters-topics/crude/article218.txt,"  (0, 18)	0.04189146018901246
  (0, 17)	0.04387339313093262
  (0, 16)	0.04184915488749157
  (0, 15)	0.20756633571966526
  (0, 13)	0.18591992384355
  (0, 12)	0.04142999615157082
  (0, 11)	0.21420388278248279
  (0, 10)	0.3315216890251215
  (0, 9)	0.21709587812726963
  (0, 8)	0.033759641674981314
  (0, 7)	0.2215483877108191
  (0, 6)	0.16051735789856145
  (0, 5)	0.2973030723673002
  (0, 4)	0.12091874613896118
  (0, 3)	0.06341206765738035
  (0, 2)	0.4436199024395793
  (0, 1)	0.31996887690688613
  (0, 0)	0.479669057520273"
reuters-topics/crude/article542.txt,"  (0, 18)	0.10749159588097262
  (0, 15)	0.035507056532928044
  (0, 14)	0.07291046674296583
  (0, 13)	0.27828624380102324
  (0, 12)	0.10630749999120251
  (0, 11)	0.03664249960938981
  (0, 10)	0.20254040220948466
  (0, 9)	0.29709771928108697
  (0, 8)	0.11550095552140996
  (0, 7)	0.05414125354846618
  (0, 6)	0.08237605893546374
  (0, 5)	0.10171550180676814
  (0, 4)	0.3102720443679416
  (0, 3)	0.16271250321304942
  (0, 2)	0.2276617289664158
  (0, 1)	0.174156965579299
  (0, 0)	0.7240053820732117"
reuters-topics/crude/article224.txt,"  (0, 18)	0.06112058179474398
  (0, 16)	0.1221177148182925
  (0, 14)	0.062186212462474445
  (0, 12)	0.06044729539416198
  (0, 10)	0.2763986252549769
  (0, 9)	0.1900486588413526
  (0, 8)	0.14776822753708735
  (0, 7)	0.0923554503640436
  (0, 6)	0.3747174916758231
  (0, 5)	0.1735087454146117
  (0, 4)	0.44105791971430947
  (0, 3)	0.4163383426461446
  (0, 2)	0.2589005626492471
  (0, 1)	0.29708113381070883
  (0, 0)	0.3705077297527251"
reuters-topics/crude/article230.txt,"  (0, 18)	0.07887966783861164
  (0, 16)	0.15760001785365144
  (0, 15)	0.07816754795450788
  (0, 14)	0.2407647786953725
  (0, 11)	0.16133437266104
  (0, 9)	0.24526885449033234
  (0, 7)	0.11919008350191472
  (0, 6)	0.060449341303653197
  (0, 5)	0.16794235023024287
  (0, 4)	0.17076327408738223
  (0, 3)	0.059700984534858295
  (0, 2)	0.3341262433264084
  (0, 1)	0.27385749457408765
  (0, 0)	0.7438072252676973"
reuters-topics/crude/article556.txt,"  (0, 18)	0.05223983025787237
  (0, 17)	0.054711356435313926
  (0, 16)	0.05218707435582246
  (0, 15)	0.1035364257662032
  (0, 13)	0.11592368968903884
  (0, 12)	0.05166437161123426
  (0, 10)	0.059059554256692876
  (0, 9)	0.10828986883610146
  (0, 8)	0.08419844725919508
  (0, 7)	0.03946815384226174
  (0, 6)	0.20016966446689705
  (0, 5)	0.2965962411534232
  (0, 4)	0.26388089131741616
  (0, 3)	0.23722990097092334
  (0, 2)	0.25816303702514737
  (0, 1)	0.14509461739283455
  (0, 0)	0.774090471926543"
reuters-topics/crude/article226.txt,"  (0, 18)	0.0894890305498533
  (0, 15)	0.044340565056765834
  (0, 14)	0.40972167910395607
  (0, 13)	0.19858216530998007
  (0, 12)	0.1327548684586313
  (0, 10)	0.252928762835205
  (0, 9)	0.09275255425483628
  (0, 8)	0.072117744083719
  (0, 7)	0.13522122133634668
  (0, 6)	0.1371596280478542
  (0, 5)	0.19053069722755175
  (0, 4)	0.1291540246920973
  (0, 3)	0.4402502183310014
  (0, 2)	0.18953321189004996
  (0, 1)	0.4038989397483955
  (0, 0)	0.45206236280800677"
reuters-topics/crude/article540.txt,"  (0, 18)	0.10511592457414372
  (0, 17)	0.11008907931007088
  (0, 16)	0.05250488511019988
  (0, 15)	0.052083472839560795
  (0, 14)	0.10694860923786664
  (0, 13)	0.23325929202982326
  (0, 12)	0.1559369975739528
  (0, 11)	0.268744979101467
  (0, 9)	0.4902720139822698
  (0, 8)	0.1694224040864645
  (0, 7)	0.2779595591447275
  (0, 6)	0.24166639801395443
  (0, 5)	0.26110215581806534
  (0, 4)	0.15170736161253287
  (0, 3)	0.03977909871659229
  (0, 2)	0.18552514837959982
  (0, 1)	0.2554618848272563
  (0, 0)	0.4602026924170883"
reuters-topics/crude/article554.txt,"  (0, 16)	0.1358147298011032
  (0, 15)	0.06736232996188264
  (0, 13)	0.0754216670842518
  (0, 12)	0.0672272086271944
  (0, 11)	0.06951643955693235
  (0, 9)	0.35227495164545325
  (0, 8)	0.21912302050525242
  (0, 7)	0.05135712928920973
  (0, 6)	0.2604666886343284
  (0, 5)	0.19296990130938801
  (0, 4)	0.19621121237575803
  (0, 3)	0.10289685488476306
  (0, 2)	0.43190920351582707
  (0, 1)	0.18880140820352095
  (0, 0)	0.6409896312172281"
reuters-topics/crude/article232.txt,"  (0, 18)	0.16046850178574754
  (0, 16)	0.16030644803249997
  (0, 15)	0.31803960772728906
  (0, 9)	0.3326410695617764
  (0, 7)	0.2424738167813137
  (0, 6)	0.36892454666946284
  (0, 5)	0.22776851598786438
  (0, 4)	0.34739150789651063
  (0, 3)	0.1214524326223559
  (0, 2)	0.11328803975102326
  (0, 1)	0.2228483109082819
  (0, 0)	0.5404146156447164"
reuters-topics/crude/article568.txt,"  (0, 18)	0.025953292164929646
  (0, 16)	0.07778124744875833
  (0, 15)	0.0514379754750042
  (0, 14)	0.39608677468637354
  (0, 11)	0.05308285676968828
  (0, 10)	0.8215592596160357
  (0, 9)	0.08069930330549997
  (0, 8)	0.041830666194057994
  (0, 7)	0.039216380406375706
  (0, 6)	0.09944637566433204
  (0, 5)	0.16577111701236913
  (0, 4)	0.037456793492060395
  (0, 3)	0.17678743115444587
  (0, 2)	0.018322583944705415
  (0, 1)	0.12614790690917346
  (0, 0)	0.24473031848023005"
reuters-topics/crude/article024.txt,"  (0, 16)	0.35364296994653616
  (0, 13)	0.3927753990315277
  (0, 10)	0.26680931282780024
  (0, 9)	0.3669103058854183
  (0, 7)	0.08915129091109252
  (0, 6)	0.09042928159135544
  (0, 5)	0.25123360739030687
  (0, 4)	0.17030238173967194
  (0, 3)	0.26792932852640977
  (0, 1)	0.32774201946510384
  (0, 0)	0.476871222648181"
reuters-topics/crude/article030.txt,"  (0, 18)	0.048319619065684
  (0, 17)	0.10121135112696279
  (0, 16)	0.19308328840872235
  (0, 15)	0.09576678614286839
  (0, 14)	0.0491620663464112
  (0, 13)	0.10722447792829125
  (0, 12)	0.1433620329468765
  (0, 10)	0.1638827203181301
  (0, 9)	0.2504087965544635
  (0, 8)	0.2336399378062656
  (0, 7)	0.07301272417884658
  (0, 6)	0.14811873450279736
  (0, 5)	0.24004653448029775
  (0, 4)	0.2092102205905163
  (0, 3)	0.10971377959423537
  (0, 2)	0.34112831269380633
  (0, 1)	0.40261903262098053
  (0, 0)	0.5858187810667277"
reuters-topics/crude/article018.txt,"  (0, 18)	0.14555581359460293
  (0, 17)	0.30488445155720434
  (0, 15)	0.1442417463330661
  (0, 14)	0.1480935633063736
  (0, 12)	0.28790482689571384
  (0, 10)	0.3291152144994601
  (0, 9)	0.3017280087757611
  (0, 7)	0.32991029346166195
  (0, 6)	0.3346395831450528
  (0, 5)	0.20660149055366517
  (0, 3)	0.22033118582977684
  (0, 2)	0.30827980469053945
  (0, 0)	0.39215416450316876"
reuters-topics/crude/article193.txt,"  (0, 18)	0.08096999645585218
  (0, 16)	0.08088822656531233
  (0, 15)	0.040119502618778766
  (0, 14)	0.041190849750078994
  (0, 13)	0.17967785685628815
  (0, 12)	0.040039027362891014
  (0, 9)	0.2937299555151092
  (0, 8)	0.16313098507670543
  (0, 7)	0.15293580879530969
  (0, 6)	0.5274357286798275
  (0, 5)	0.2011250028656881
  (0, 4)	0.204503294988391
  (0, 3)	0.15320768452298558
  (0, 2)	0.4001441063221704
  (0, 1)	0.2811147786580578
  (0, 0)	0.43629616056979814"
reuters-topics/crude/article187.txt,"  (0, 17)	0.10244475497035745
  (0, 16)	0.048859070523347925
  (0, 15)	0.09693384024088152
  (0, 14)	0.04976117584258641
  (0, 12)	0.19347880349733523
  (0, 10)	0.16587986367068536
  (0, 9)	0.202768306280303
  (0, 8)	0.03941452862967805
  (0, 7)	0.44341492658293025
  (0, 6)	0.5996950853318326
  (0, 5)	0.1388410525245148
  (0, 4)	0.21175974381375726
  (0, 3)	0.1110507975859736
  (0, 2)	0.17264272247255183
  (0, 1)	0.2716836776639024
  (0, 0)	0.3623631083574141"
reuters-topics/crude/article150.txt,"  (0, 18)	0.10752192245377758
  (0, 15)	0.053275611192751614
  (0, 13)	0.119299181407871
  (0, 12)	0.2126749849907542
  (0, 11)	0.16493776896235077
  (0, 9)	0.055721538632729405
  (0, 8)	0.08665015632939743
  (0, 7)	0.04061739630348358
  (0, 6)	0.08239929966910638
  (0, 5)	0.15261629815773795
  (0, 4)	0.15517979066496576
  (0, 3)	0.4882752277333265
  (0, 2)	0.2656802856213965
  (0, 1)	0.22397927198598458
  (0, 0)	0.6879991632268121"
reuters-topics/crude/article144.txt,"  (0, 18)	0.06956807317771517
  (0, 16)	0.06949781784885503
  (0, 15)	0.06894001769059017
  (0, 14)	0.14156196987007055
  (0, 13)	0.15437622380295718
  (0, 12)	0.4128103901397401
  (0, 11)	0.28457831405496825
  (0, 9)	0.1442102220165581
  (0, 8)	0.1681913123988845
  (0, 7)	0.262799802481557
  (0, 6)	0.05331341161275412
  (0, 5)	0.14811707542125277
  (0, 4)	0.1004033297239802
  (0, 3)	0.2632669846810403
  (0, 2)	0.19645551748421908
  (0, 1)	0.2415291385579343
  (0, 0)	0.609144898118104"
reuters-topics/crude/article178.txt,"  (0, 18)	0.14321084329486736
  (0, 17)	0.04999543741643142
  (0, 16)	0.09537747845780327
  (0, 15)	0.09461196416936375
  (0, 12)	0.23605545775515716
  (0, 11)	0.39054984542630317
  (0, 9)	0.2968670334446889
  (0, 8)	0.07694084875202813
  (0, 7)	0.4327937182904674
  (0, 6)	0.18291577077521248
  (0, 5)	0.33878841109675933
  (0, 4)	0.06889580647457988
  (0, 3)	0.10839077515214568
  (0, 2)	0.20220885130003108
  (0, 1)	0.2983229809295172
  (0, 0)	0.4179894146050328"
reuters-topics/crude/article391.txt,"  (0, 1)	1.0"
reuters-topics/crude/article385.txt,"  (0, 18)	0.15496598479592139
  (0, 16)	0.1548094879184506
  (0, 15)	0.15356696319559363
  (0, 9)	0.6424693987239265
  (0, 8)	0.1248845491399959
  (0, 6)	0.23751600284503083
  (0, 5)	0.4399165193514621
  (0, 2)	0.21880671222389483
  (0, 1)	0.322810155037013
  (0, 0)	0.31313017388287584"
reuters-topics/crude/article352.txt,"  (0, 18)	0.1409599573171462
  (0, 13)	0.46919940981672337
  (0, 9)	0.584402177942219
  (0, 8)	0.2271946419664632
  (0, 7)	0.10649784376267922
  (0, 6)	0.21604899725101415
  (0, 5)	0.10003907288517695
  (0, 4)	0.10171942692905575
  (0, 3)	0.21337433238292275
  (0, 2)	0.29854601501487454
  (0, 1)	0.09787805097031058
  (0, 0)	0.3797720814097215"
reuters-topics/crude/article434.txt,"  (0, 18)	0.22112198246299983
  (0, 17)	0.08684381872866997
  (0, 16)	0.08283700351489308
  (0, 15)	0.054781427336055497
  (0, 14)	0.1406107625470744
  (0, 13)	0.06133556510408796
  (0, 12)	0.08200731283716942
  (0, 10)	0.24998867063992852
  (0, 9)	0.2864824402124721
  (0, 8)	0.08909929208400261
  (0, 7)	0.06264814877849173
  (0, 6)	0.12709242971517018
  (0, 5)	0.35309237259708115
  (0, 4)	0.2592945746378841
  (0, 3)	0.25103807642199716
  (0, 2)	0.2146490060849605
  (0, 1)	0.4798124295831714
  (0, 0)	0.4468075036541033"
reuters-topics/crude/article420.txt,"  (0, 19)	0.07712071657525583
  (0, 18)	0.05727547931904062
  (0, 15)	0.11351680094415907
  (0, 14)	0.349644426270518
  (0, 13)	0.2541962658988871
  (0, 12)	0.056644549439449035
  (0, 11)	0.05857341808096812
  (0, 10)	0.5180207151092285
  (0, 9)	0.11872845130558357
  (0, 7)	0.17309071779095356
  (0, 6)	0.08778599333787347
  (0, 5)	0.08129664564581968
  (0, 4)	0.12399327534510665
  (0, 3)	0.47684566360670255
  (0, 2)	0.28304861664144254
  (0, 1)	0.19885123374168753
  (0, 0)	0.3086213760095354"
reuters-topics/crude/article346.txt,"  (0, 17)	0.09076347633633433
  (0, 15)	0.08588094448992525
  (0, 14)	0.08817430052643727
  (0, 13)	0.09615587833534646
  (0, 12)	0.17141735375221417
  (0, 10)	0.09797692480078682
  (0, 9)	0.6287666685282844
  (0, 8)	0.06984056211804464
  (0, 7)	0.06547574545215845
  (0, 6)	0.19924303604762872
  (0, 5)	0.18451452086005093
  (0, 4)	0.37522761418463113
  (0, 3)	0.2623685697198012
  (0, 2)	0.2447313760133345
  (0, 1)	0.2407049053487511
  (0, 0)	0.35023047303611105"
reuters-topics/crude/article408.txt,"  (0, 17)	0.2209323531809176
  (0, 16)	0.10536946892087432
  (0, 15)	0.20904751476518033
  (0, 13)	0.2340582944849343
  (0, 9)	0.3279675889945179
  (0, 8)	0.08500137036972831
  (0, 6)	0.3233255973713094
  (0, 5)	0.22456845492894298
  (0, 4)	0.07611350872851558
  (0, 3)	0.31932285897748586
  (0, 2)	0.22339277172242258
  (0, 1)	0.07323912562007177
  (0, 0)	0.6393863948930607"
reuters-topics/crude/article409.txt,"  (0, 17)	0.3709719239447485
  (0, 15)	0.35101585454440987
  (0, 13)	0.13100398465889967
  (0, 10)	0.26697000278578337
  (0, 8)	0.09515166505340916
  (0, 6)	0.27145123199588417
  (0, 5)	0.25138491664329965
  (0, 3)	0.2680906930308457
  (0, 2)	0.25006884121781936
  (0, 1)	0.24595455530282062
  (0, 0)	0.5566848298426771"
reuters-topics/crude/article421.txt,"  (0, 18)	0.13634219658494584
  (0, 17)	0.09519513466653472
  (0, 16)	0.18160600997084286
  (0, 15)	0.045037103061767815
  (0, 14)	0.09247953859367015
  (0, 13)	0.050425414255799536
  (0, 12)	0.13484029094055267
  (0, 10)	0.10276079021105214
  (0, 9)	0.1413143813075923
  (0, 8)	0.10987594323806595
  (0, 7)	0.10300904048583906
  (0, 6)	0.06965712205512785
  (0, 5)	0.22577766151369277
  (0, 4)	0.032795720540848915
  (0, 3)	0.0687947738862227
  (0, 2)	0.2245956477480769
  (0, 1)	0.6627013872957183
  (0, 0)	0.5509964755225558"
reuters-topics/crude/article347.txt,"  (0, 18)	0.16335996361695335
  (0, 17)	0.05702957017399685
  (0, 16)	0.054398329945809024
  (0, 15)	0.053961720596158544
  (0, 13)	0.06041778733603557
  (0, 12)	0.10770695878402888
  (0, 10)	0.12312401714657707
  (0, 9)	0.33863488732305613
  (0, 8)	0.21941519866113546
  (0, 7)	0.16456194807354746
  (0, 6)	0.292111673668409
  (0, 5)	0.19322720695338427
  (0, 4)	0.157178271981468
  (0, 3)	0.12364086879099115
  (0, 2)	0.19221560457882178
  (0, 1)	0.4915382045286301
  (0, 0)	0.5501522789043185"
reuters-topics/crude/article353.txt,"  (0, 18)	0.061250731371447535
  (0, 15)	0.06069776423909667
  (0, 14)	0.12463726236566462
  (0, 13)	0.13591948407336857
  (0, 11)	0.06263875464752655
  (0, 10)	0.27698718581873566
  (0, 9)	0.2539377954938815
  (0, 8)	0.29616576754795876
  (0, 7)	0.1388281667524199
  (0, 6)	0.14081827930664542
  (0, 5)	0.173878213261726
  (0, 4)	0.22099855209488362
  (0, 3)	0.13907496316429385
  (0, 2)	0.34593581734326884
  (0, 1)	0.4253053364406848
  (0, 0)	0.5363174343726327"
reuters-topics/crude/article435.txt,"  (0, 18)	0.15064365715602776
  (0, 17)	0.15777078104384984
  (0, 16)	0.050163841768672425
  (0, 15)	0.07464182860708089
  (0, 14)	0.05109003762152502
  (0, 13)	0.08357209661465963
  (0, 12)	0.12415350901418634
  (0, 11)	0.0513524811242839
  (0, 9)	0.18216029250291224
  (0, 8)	0.060700628042683176
  (0, 7)	0.13278306688759245
  (0, 6)	0.2886139767121869
  (0, 5)	0.07127438687671596
  (0, 4)	0.27176842927690736
  (0, 3)	0.2280327717542479
  (0, 2)	0.33678090941427363
  (0, 1)	0.34867366671840283
  (0, 0)	0.6426144405625972"
reuters-topics/crude/article384.txt,"  (0, 18)	0.17301482533961707
  (0, 17)	0.09060017740316927
  (0, 16)	0.043210025329751
  (0, 15)	0.17145286012418076
  (0, 12)	0.04277723619350645
  (0, 11)	0.04423389301717334
  (0, 10)	0.048900323823398664
  (0, 9)	0.08966220147654826
  (0, 7)	0.06535794344839976
  (0, 6)	0.23203199125601748
  (0, 5)	0.24557673046713896
  (0, 4)	0.3433398062223907
  (0, 3)	0.13094826201645793
  (0, 2)	0.15268191414880336
  (0, 1)	0.3303737748838265
  (0, 0)	0.7283340600822771"
reuters-topics/crude/article390.txt,"  (0, 18)	0.8213994719304414
  (0, 1)	0.5703533181391971"
reuters-topics/crude/article179.txt,"  (0, 11)	0.6234220561142442
  (0, 9)	0.6318389608906655
  (0, 7)	0.4605697205102526"
reuters-topics/crude/article145.txt,"  (0, 18)	0.18555925252171263
  (0, 17)	0.06477942440006264
  (0, 16)	0.06179062004961331
  (0, 15)	0.12258935808883266
  (0, 13)	0.2745122907440971
  (0, 12)	0.1835151862259338
  (0, 11)	0.37952854540784203
  (0, 9)	0.06410876853194841
  (0, 8)	0.24923193758129644
